dtype	Disease	DiseaseID	starScore	UniprotID
JensenLab Text Mining	Autosomal recessive early-onset Parkinson disease 15	DOID:0060372	1.6	O75569
JensenLab Experiment DistiLD	Osteoporosis	DOID:11476	2	O75582
JensenLab Text Mining	Coffin-Lowry syndrome	DOID:3783	1.7	O75582
JensenLab Experiment DistiLD	Primary biliary cirrhosis	DOID:12236	2	O75676
JensenLab Experiment DistiLD	Crohn's disease	DOID:8778	2	O75676
JensenLab Experiment DistiLD	Alopecia areata	DOID:986	1	O75676
JensenLab Text Mining	Diabetic polyneuropathy	DOID:12785	1.7	O75676
JensenLab Text Mining	Cryptococcosis	DOID:12053	2	O75716
JensenLab Text Mining	Thymoma	DOID:3275	1.9	O75716
JensenLab Text Mining	Interstitial nephritis	DOID:1063	1.9	O75716
JensenLab Text Mining	Mast cell neoplasm	DOID:3664	1.7	O75716
JensenLab Text Mining	Paracoccidioidomycosis	DOID:12662	1.6	O75716
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	O75747
JensenLab Text Mining	Neuropathy	DOID:870	2.1	O75762
JensenLab Text Mining	Dentin sensitivity	DOID:698	2	O75762
JensenLab Text Mining	Pain disorder	DOID:0060164	1.9	O75762
JensenLab Text Mining	Asthma	DOID:2841	1.9	O75762
JensenLab Text Mining	Allergic hypersensitivity disease	DOID:1205	1.9	O75762
JensenLab Text Mining	Migraine	DOID:6364	1.8	O75762
JensenLab Text Mining	Pain agnosia	DOID:0060145	1.8	O75762
JensenLab Text Mining	Irritable bowel syndrome	DOID:9778	1.6	O75762
JensenLab Experiment DistiLD	Disease of metabolism	DOID:0014667	2	O75899
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	O75899
JensenLab Text Mining	Nicotine dependence	DOID:0050742	1.9	O75899
JensenLab Knowledge UniProtKB-KW	Intellectual disability	DOID:1059	4	O75914
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	O75914
JensenLab Knowledge UniProtKB-KW	Intellectual disability	DOID:1059	4	O75962
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	O75962
JensenLab Text Mining	Irritant dermatitis	DOID:2772	2.1	O76000
JensenLab Knowledge GHR	Ohtahara syndrome	DOID:0050709	5	O76039
JensenLab Knowledge UniProtKB-KW	Intellectual disability	DOID:1059	4	O76039
JensenLab Knowledge UniProtKB-KW	Epilepsy	DOID:1826	4	O76039
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	O76039
JensenLab Text Mining	Rett syndrome	DOID:1206	3.6	O76039
JensenLab Text Mining	Microcephaly	DOID:10907	2	O76039
JensenLab Text Mining	Pitt-Hopkins syndrome	DOID:0060488	1.8	O76039
JensenLab Text Mining	Aicardi syndrome	DOID:8461	1.8	O76039
JensenLab Text Mining	Autistic disorder	DOID:12849	1.8	O76039
JensenLab Text Mining	Warburg micro syndrome	DOID:0060237	1.6	O76039
JensenLab Text Mining	Angelman syndrome	DOID:1932	1.6	O76039
JensenLab Knowledge GHR	Vitelliform macular dystrophy	DOID:0050661	5	O76090
JensenLab Knowledge GHR	Retinitis pigmentosa	DOID:10584	5	O76090
JensenLab Knowledge GHR	Age related macular degeneration	DOID:10871	5	O76090
JensenLab Experiment DistiLD	Breast cancer	DOID:1612	1	O76090
JensenLab Text Mining	Bestrophinopathy	DOID:0050662	3.6	O76090
JensenLab Text Mining	angle-closure glaucoma	DOID:13550	2.1	O76090
JensenLab Text Mining	Fundus dystrophy	DOID:8501	2	O76090
JensenLab Text Mining	Rheumatoid arthritis	DOID:7148	2	O76090
JensenLab Text Mining	Peripheral retinal degeneration	DOID:12161	1.7	O76090
JensenLab Text Mining	Cystoid macular edema	DOID:4447	1.6	O76090
JensenLab Text Mining	Filamentary keratitis	DOID:4664	1.6	O76090
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	O94759
JensenLab Text Mining	Fascioliasis	DOID:885	1.6	O94759
JensenLab Text Mining	Appendicitis	DOID:8337	2.2	O94804
JensenLab Text Mining	Seminal vesicle tumor	DOID:3855	2	O94804
JensenLab Text Mining	Latex allergy	DOID:0060532	1.8	O94804
JensenLab Text Mining	Cholecystolithiasis	DOID:11151	1.8	O94804
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	O94806
JensenLab Text Mining	Polycystic kidney disease	DOID:898	2.5	O94806
JensenLab Text Mining	Cystic kidney disease	DOID:2975	1.7	O94806
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	O94910
JensenLab Text Mining	Dermatophytosis	DOID:8913	2	O94910
JensenLab Text Mining	Congenital disorder of glycosylation	DOID:5212	1.8	O94910
JensenLab Text Mining	Gastric ulcer	DOID:10808	1.7	O94910
JensenLab Experiment DistiLD	Atherosclerosis	DOID:1936	1	O94921
JensenLab Experiment DistiLD	Type 1 diabetes mellitus	DOID:9744	1	O95069
JensenLab Text Mining	Dentin sensitivity	DOID:698	2.4	O95069
JensenLab Text Mining	Scabies	DOID:8295	1.8	O95069
JensenLab Text Mining	Vascular disease	DOID:178	1.7	O95069
JensenLab Text Mining	Atrial fibrillation	DOID:0060224	1.5	O95069
JensenLab Knowledge UniProtKB-KW	Nonsyndromic deafness	DOID:0050563	4	O95136
JensenLab Knowledge UniProtKB-KW	Epilepsy	DOID:1826	4	O95180
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	O95180
JensenLab Text Mining	Conn's syndrome	DOID:12028	1.8	O95180
JensenLab Text Mining	Hyperaldosteronism	DOID:446	1.7	O95180
JensenLab Text Mining	Diabetic neuropathy	DOID:9743	1.7	O95180
JensenLab Text Mining	High pressure neurological syndrome	DOID:3230	1.6	O95180
JensenLab Knowledge UniProtKB-KW	Intellectual disability	DOID:1059	4	O95259
JensenLab Knowledge UniProtKB-KW	Epilepsy	DOID:1826	4	O95259
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	O95259
JensenLab Text Mining	Hepatitis B	DOID:2043	2.6	O95259
JensenLab Text Mining	Adrenoleukodystrophy	DOID:10588	2	O95259
JensenLab Text Mining	Long QT syndrome	DOID:2843	1.9	O95259
JensenLab Text Mining	Hepatitis	DOID:2237	1.9	O95259
JensenLab Text Mining	Cancer	DOID:162	1.6	O95259
JensenLab Text Mining	Acute contagious conjunctivitis	DOID:11213	1.5	O95259
JensenLab Text Mining	Heroin dependence	DOID:9976	2	O95264
JensenLab Text Mining	Irritable bowel syndrome	DOID:9778	1.9	O95264
JensenLab Text Mining	Alcohol dependence	DOID:0050741	1.7	O95264
JensenLab Text Mining	Nicotine dependence	DOID:0050742	1.7	O95264
JensenLab Text Mining	Schizophrenia	DOID:5419	1.7	O95264
JensenLab Text Mining	Interstitial nephritis	DOID:1063	2	O95279
JensenLab Text Mining	Renal tubular acidosis	DOID:14219	1.5	O95279
JensenLab Experiment DistiLD	Autistic disorder	DOID:12849	1	O95490
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	O95490
JensenLab Text Mining	Dermatophytosis	DOID:8913	1.9	O95490
JensenLab Text Mining	Mucopolysaccharidosis VI	DOID:12800	1.6	O95490
JensenLab Text Mining	Gastric ulcer	DOID:10808	1.5	O95490
JensenLab Text Mining	Pain agnosia	DOID:0060145	1.9	O95665
JensenLab Knowledge UniProtKB-KW	Nonsyndromic deafness	DOID:0050563	4	O95718
JensenLab Text Mining	Cancer	DOID:162	1.5	O95718
JensenLab Text Mining	Pseudohypoaldosteronism	DOID:4479	2	O95747
JensenLab Text Mining	Hypertension	DOID:10763	1.5	O95747
JensenLab Text Mining	Histoplasmosis	DOID:1731	1.6	O95800
JensenLab Text Mining	Cancer	DOID:162	1.8	O95819
JensenLab Text Mining	Theileriasis	DOID:3733	1.6	O95819
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	O95835
JensenLab Text Mining	Cancer	DOID:162	2	O95835
JensenLab Text Mining	Short bowel syndrome	DOID:10605	2.6	O95838
JensenLab Text Mining	Intestinal tuberculosis	DOID:13282	2.2	O95918
JensenLab Text Mining	Strongyloidiasis	DOID:10955	2	O95918
JensenLab Text Mining	Giardiasis	DOID:10718	1.7	O95918
JensenLab Text Mining	Septic arthritis	DOID:813	1.5	O95918
JensenLab Text Mining	Breast adenoma	DOID:1625	2	O96013
JensenLab Text Mining	Cancer	DOID:162	1.9	O96013
JensenLab Knowledge GHR	Prostate cancer	DOID:10283	5	O96017
JensenLab Knowledge GHR	Breast cancer	DOID:1612	5	O96017
JensenLab Knowledge UniProtKB-KW	Cancer	DOID:162	4	O96017
JensenLab Knowledge GHR	Li-Fraumeni syndrome	DOID:3012	5	O96017
JensenLab Experiment DistiLD	Glaucoma	DOID:1686	2	O96017
JensenLab Experiment COSMIC	DOID:2627	DOID:2627	1	O96017
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	O96017
JensenLab Experiment DistiLD	Gastrointestinal system cancer	DOID:3119	2	O96017
JensenLab Text Mining	Ataxia telangiectasia	DOID:12704	2.4	O96017
JensenLab Text Mining	Nijmegen breakage syndrome	DOID:7400	2.2	O96017
JensenLab Knowledge UniProtKB-KW	Cancer	DOID:162	4	P00519
JensenLab Experiment COSMIC	Immune system cancer	DOID:0060083	2	P00519
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P00519
JensenLab Text Mining	Polycythemia vera	DOID:8997	2.6	P00519
JensenLab Text Mining	Hemorrhagic disease	DOID:2213	2.3	P00519
JensenLab Knowledge UniProtKB-KW	Cancer	DOID:162	4	P00533
JensenLab Experiment DistiLD	Brain cancer	DOID:1319	2	P00533
JensenLab Experiment COSMIC	Lung cancer	DOID:1324	3	P00533
JensenLab Experiment COSMIC	Breast cancer	DOID:1612	1	P00533
JensenLab Experiment COSMIC	DOID:2627	DOID:2627	1	P00533
JensenLab Experiment COSMIC	Kidney cancer	DOID:263	1	P00533
JensenLab Experiment COSMIC	Carcinoma	DOID:305	3	P00533
JensenLab Experiment DistiLD	Malignant glioma	DOID:3070	2	P00533
JensenLab Text Mining	Exanthem	DOID:0050486	2.9	P00533
JensenLab Text Mining	Diarrhea	DOID:13250	2.5	P00533
JensenLab Text Mining	Ductal carcinoma in situ	DOID:0060074	2.3	P00533
JensenLab Text Mining	Neutropenia	DOID:1227	2.2	P00533
JensenLab Text Mining	Paronychia	DOID:13117	2.1	P00533
JensenLab Text Mining	Stomatitis	DOID:9637	1.9	P00533
JensenLab Text Mining	Adenoma	DOID:657	1.7	P00533
JensenLab Text Mining	Adenocarcinoma in situ	DOID:4943	1.7	P00533
JensenLab Knowledge UniProtKB-KW	Cancer	DOID:162	4	P00540
JensenLab Knowledge UniProtKB-KW	Congenital hemolytic anemia	DOID:589	4	P00558
JensenLab Text Mining	Menkes disease	DOID:1838	2.1	P00558
JensenLab Text Mining	Cancer	DOID:162	1.9	P00558
JensenLab Text Mining	Subclavian artery aneurysm	DOID:342	1.7	P00558
JensenLab Text Mining	Myoglobinuria	DOID:0080108	1.6	P00558
JensenLab Knowledge UniProtKB-KW	Congenital hemolytic anemia	DOID:589	4	P00568
JensenLab Text Mining	nail-patella syndrome	DOID:9467	2.6	P00568
JensenLab Text Mining	Reticular dysgenesis	DOID:0060020	2.1	P00568
JensenLab Knowledge GHR	Congenital myasthenic syndrome	DOID:3635	5	P02708
JensenLab Text Mining	Multiple pterygium syndrome	DOID:0080110	2.7	P02708
JensenLab Text Mining	Neuropathy	DOID:870	2.3	P02708
JensenLab Text Mining	Cystic lymphangioma	DOID:3081	1.8	P02708
JensenLab Text Mining	Nicotine dependence	DOID:0050742	1.6	P02708
JensenLab Experiment DistiLD	Acquired metabolic disease	DOID:0060158	2	P03372
JensenLab Experiment DistiLD	Heart disease	DOID:114	2	P03372
JensenLab Text Mining	Osteoporosis	DOID:11476	2.7	P03372
JensenLab Text Mining	Breast cancer	DOID:1612	4	P03372
JensenLab Text Mining	Endometrial cancer	DOID:1380	2.9	P03372
JensenLab Text Mining	Ductal carcinoma in situ	DOID:0060074	2.9	P03372
JensenLab Text Mining	Carcinoma	DOID:305	2.9	P03372
JensenLab Text Mining	Endometriosis	DOID:289	2.4	P03372
JensenLab Text Mining	Ovarian cancer	DOID:2394	2.3	P03372
JensenLab Text Mining	Leiomyoma	DOID:127	2.1	P03372
JensenLab Text Mining	Prostate cancer	DOID:10283	2.1	P03372
JensenLab Text Mining	Uterine fibroid	DOID:13223	2	P03372
JensenLab Text Mining	Lobular neoplasia	DOID:3010	1.9	P03372
JensenLab Text Mining	Vascular disease	DOID:178	1.9	P03372
JensenLab Text Mining	Breast disease	DOID:3463	1.9	P03372
JensenLab Text Mining	Breast fibroadenoma	DOID:1618	1.9	P03372
JensenLab Text Mining	Infertility	DOID:5223	1.9	P03372
JensenLab Text Mining	Obesity	DOID:9970	1.8	P03372
JensenLab Text Mining	Retinoblastoma	DOID:768	1.7	P03372
JensenLab Text Mining	Carcinosarcoma	DOID:4236	1.6	P03372
JensenLab Text Mining	Colorectal cancer	DOID:9256	1.6	P03372
JensenLab Text Mining	Leiomyosarcoma	DOID:1967	1.6	P03372
JensenLab Text Mining	Alzheimer's disease	DOID:10652	1.6	P03372
JensenLab Text Mining	Lung cancer	DOID:1324	1.5	P03372
JensenLab Text Mining	Adenoma	DOID:657	1.5	P03372
JensenLab Text Mining	Cone dystrophy	DOID:0050795	2.3	P04000
JensenLab Text Mining	Spinocerebellar ataxia type 13	DOID:0050963	2.1	P04000
JensenLab Text Mining	Blindness	DOID:1432	2	P04000
JensenLab Text Mining	Cone dystrophy	DOID:0050795	2.1	P04001
JensenLab Text Mining	Blindness	DOID:1432	2.1	P04001
JensenLab Text Mining	Thyroid hormone resistance syndrome	DOID:11633	1.7	P04001
JensenLab Knowledge UniProtKB-KW	Cardiomyopathy	DOID:0050700	4	P04049
JensenLab Knowledge GHR	LEOPARD syndrome	DOID:14291	5	P04049
JensenLab Knowledge UniProtKB-KW	Cancer	DOID:162	4	P04049
JensenLab Knowledge GHR	Noonan syndrome	DOID:3490	5	P04049
JensenLab Experiment DistiLD	Heart disease	DOID:114	1	P04049
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P04049
JensenLab Text Mining	Yellow fever	DOID:9682	2.7	P04049
JensenLab Text Mining	Hepatitis	DOID:2237	2.6	P04049
JensenLab Text Mining	Hepatitis C	DOID:1883	2.4	P04049
JensenLab Text Mining	Dengue disease	DOID:12205	2.4	P04049
JensenLab Text Mining	tick-borne encephalitis	DOID:0050175	2.4	P04049
JensenLab Text Mining	Murray Valley encephalitis	DOID:10842	2.2	P04049
JensenLab Text Mining	Encephalitis	DOID:9588	1.9	P04049
JensenLab Text Mining	St. Louis encephalitis	DOID:10845	1.8	P04049
JensenLab Text Mining	Kyasanur forest disease	DOID:11320	1.6	P04049
JensenLab Text Mining	Liver cirrhosis	DOID:5082	1.6	P04049
JensenLab Text Mining	Lung adenoma	DOID:5386	1.5	P04049
JensenLab Knowledge UniProtKB-KW	Pseudohermaphroditism	DOID:3765	4	P04150
JensenLab Text Mining	Cushing's syndrome	DOID:12252	2.7	P04150
JensenLab Text Mining	post-traumatic stress disorder	DOID:2055	2.5	P04150
JensenLab Text Mining	Asthma	DOID:2841	2.5	P04150
JensenLab Text Mining	Cancer	DOID:162	2.2	P04150
JensenLab Text Mining	Major depressive disorder	DOID:1470	2.1	P04150
JensenLab Text Mining	Obesity	DOID:9970	2.1	P04150
JensenLab Text Mining	Metabolic syndrome X	DOID:14221	2	P04150
JensenLab Text Mining	Kidney disease	DOID:557	2	P04150
JensenLab Text Mining	Hypertension	DOID:10763	1.9	P04150
JensenLab Text Mining	Diabetes mellitus	DOID:9351	1.9	P04150
JensenLab Text Mining	Pituitary adenoma	DOID:3829	1.7	P04150
JensenLab Text Mining	Bipolar disorder	DOID:3312	1.7	P04150
JensenLab Text Mining	Chronic obstructive pulmonary disease	DOID:3083	1.6	P04150
JensenLab Text Mining	Chronic fatigue syndrome	DOID:8544	1.6	P04150
JensenLab Text Mining	Hyperandrogenism	DOID:11613	1.6	P04150
JensenLab Text Mining	Hyperglycemia	DOID:4195	1.5	P04150
JensenLab Text Mining	Hypokalemia	DOID:4500	1.5	P04150
JensenLab Text Mining	Cancer	DOID:162	2.2	P04183
JensenLab Text Mining	Hypochondroplasia	DOID:0080041	2.1	P04183
JensenLab Text Mining	Achondroplasia	DOID:4480	1.6	P04183
JensenLab Knowledge UniProtKB-KW	Cancer	DOID:162	4	P04201
JensenLab Knowledge GHR	Neuroblastoma	DOID:769	5	P04626
JensenLab Experiment COSMIC	Breast cancer	DOID:1612	1	P04626
JensenLab Experiment COSMIC	Kidney cancer	DOID:263	1	P04626
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P04626
JensenLab Text Mining	Cancer	DOID:162	4	P04626
JensenLab Text Mining	Ductal carcinoma in situ	DOID:0060074	3.2	P04626
JensenLab Text Mining	Neutropenia	DOID:1227	2.6	P04626
JensenLab Text Mining	Diarrhea	DOID:13250	2.4	P04626
JensenLab Text Mining	Exanthem	DOID:0050486	2.2	P04626
JensenLab Text Mining	Lobular neoplasia	DOID:3010	2.1	P04626
JensenLab Text Mining	Breast disease	DOID:3463	2	P04626
JensenLab Text Mining	Breast fibroadenoma	DOID:1618	1.8	P04626
JensenLab Text Mining	Alopecia	DOID:987	1.8	P04626
JensenLab Text Mining	Stomatitis	DOID:9637	1.7	P04626
JensenLab Text Mining	Heart disease	DOID:114	1.6	P04626
JensenLab Text Mining	Thrombocytopenia	DOID:1588	1.6	P04626
JensenLab Text Mining	Adenoma	DOID:657	1.6	P04626
JensenLab Text Mining	Comedo carcinoma	DOID:5670	1.6	P04626
JensenLab Text Mining	Neuropathy	DOID:870	1.6	P04626
JensenLab Text Mining	Barrett's esophagus	DOID:9206	1.6	P04626
JensenLab Text Mining	Pleomorphic adenoma	DOID:452	1.5	P04626
JensenLab Knowledge UniProtKB-KW	Cancer	DOID:162	4	P04629
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P04629
JensenLab Text Mining	Anhidrosis	DOID:11156	3.3	P04629
JensenLab Text Mining	Peripheral neuropathy	DOID:0060053	2.6	P04629
JensenLab Text Mining	Alzheimer's disease	DOID:10652	2.2	P04629
JensenLab Text Mining	Diabetic neuropathy	DOID:9743	1.6	P04629
JensenLab Text Mining	Intellectual disability	DOID:1059	1.5	P04629
JensenLab Text Mining	Toxic encephalopathy	DOID:3602	1.5	P04629
JensenLab Knowledge GHR	Chronic granulomatous disease	DOID:3265	5	P04839
JensenLab Text Mining	Hypertension	DOID:10763	2.3	P04839
JensenLab Text Mining	Atherosclerosis	DOID:1936	2.1	P04839
JensenLab Text Mining	Diabetes mellitus	DOID:9351	1.9	P04839
JensenLab Text Mining	Cerebrovascular disease	DOID:6713	1.9	P04839
JensenLab Text Mining	Heart disease	DOID:114	1.8	P04839
JensenLab Text Mining	Kidney disease	DOID:557	1.7	P04839
JensenLab Text Mining	Duchenne muscular dystrophy	DOID:11723	1.6	P04839
JensenLab Text Mining	Neurodegenerative disease	DOID:1289	1.6	P04839
JensenLab Text Mining	Toxic encephalopathy	DOID:3602	1.6	P04839
JensenLab Text Mining	Obstructive sleep apnea	DOID:0050848	1.5	P04839
JensenLab Knowledge UniProtKB-KW	Neurodegenerative disease	DOID:1289	4	P05129
JensenLab Knowledge UniProtKB-KW	Autosomal dominant cerebellar ataxia	DOID:1441	4	P05129
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P05129
JensenLab Text Mining	Cerebellar ataxia	DOID:0050753	2.6	P05129
JensenLab Text Mining	Acute contagious conjunctivitis	DOID:11213	1.7	P05129
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P05771
JensenLab Experiment DistiLD	Rheumatoid arthritis	DOID:7148	1	P05771
JensenLab Experiment DistiLD	Crohn's disease	DOID:8778	2	P05771
JensenLab Knowledge GHR	Donohue Syndrome	DOID:0050470	5	P06213
JensenLab Knowledge UniProtKB-KW	Diabetes mellitus	DOID:9351	4	P06213
JensenLab Text Mining	Polycystic ovary syndrome	DOID:11612	2.2	P06213
JensenLab Experiment DistiLD	Gout	DOID:13189	2	P06213
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P06213
JensenLab Experiment DistiLD	Retinal disease	DOID:5679	1	P06213
JensenLab Text Mining	Acanthosis nigricans	DOID:3138	2.1	P06213
JensenLab Text Mining	Hyperinsulinism	DOID:2018	2	P06213
JensenLab Text Mining	Obesity	DOID:9970	1.9	P06213
JensenLab Text Mining	Hyperglycemia	DOID:4195	1.9	P06213
JensenLab Text Mining	Hypertrichosis	DOID:420	1.6	P06213
JensenLab Text Mining	Cancer	DOID:162	1.6	P06213
JensenLab Text Mining	Hyperandrogenism	DOID:11613	1.5	P06213
JensenLab Knowledge UniProtKB-KW	Cancer	DOID:162	4	P06239
JensenLab Text Mining	Lymphopenia	DOID:614	1.8	P06239
JensenLab Text Mining	Astigmatism	DOID:11782	1.7	P06239
JensenLab Text Mining	Preretinal fibrosis	DOID:2006	1.7	P06239
JensenLab Text Mining	Acquired immunodeficiency syndrome	DOID:635	1.6	P06239
JensenLab Text Mining	Hypersensitivity reaction type II disease	DOID:417	1.5	P06239
JensenLab Knowledge UniProtKB-KW	Cancer	DOID:162	4	P06241
JensenLab Text Mining	Alzheimer's disease	DOID:10652	2	P06241
JensenLab Text Mining	Breast cancer	DOID:1612	4	P06401
JensenLab Text Mining	Endometrial cancer	DOID:1380	3.1	P06401
JensenLab Text Mining	Carcinoma	DOID:305	3	P06401
JensenLab Text Mining	Ductal carcinoma in situ	DOID:0060074	2.9	P06401
JensenLab Text Mining	Endometriosis	DOID:289	2.7	P06401
JensenLab Text Mining	Leiomyoma	DOID:127	2.5	P06401
JensenLab Text Mining	Uterine fibroid	DOID:13223	2.4	P06401
JensenLab Text Mining	Meningioma	DOID:3565	2.2	P06401
JensenLab Text Mining	Ovarian cancer	DOID:2394	2.2	P06401
JensenLab Text Mining	Myoma	DOID:2691	2.2	P06401
JensenLab Text Mining	Progressive relapsing multiple sclerosis	DOID:0050785	2.1	P06401
JensenLab Text Mining	Breast fibroadenoma	DOID:1618	2.1	P06401
JensenLab Text Mining	Breast disease	DOID:3463	2.1	P06401
JensenLab Text Mining	Infertility	DOID:5223	2	P06401
JensenLab Text Mining	Apocrine adenocarcinoma	DOID:4933	1.9	P06401
JensenLab Text Mining	Leiomyosarcoma	DOID:1967	1.9	P06401
JensenLab Text Mining	Amenorrhea	DOID:13938	1.8	P06401
JensenLab Text Mining	Lobular neoplasia	DOID:3010	1.8	P06401
JensenLab Text Mining	Lymphangioleiomyomatosis	DOID:3319	1.7	P06401
JensenLab Text Mining	Carcinosarcoma	DOID:4236	1.7	P06401
JensenLab Text Mining	Angiomyolipoma	DOID:3314	1.6	P06401
JensenLab Text Mining	Vulvar syringoma	DOID:2064	1.5	P06401
JensenLab Text Mining	Cancer	DOID:162	2.9	P06493
JensenLab Text Mining	Myocardial infarction	DOID:5844	2.4	P06732
JensenLab Text Mining	Myopathy	DOID:423	2.3	P06732
JensenLab Text Mining	Dressler's syndrome	DOID:10507	1.6	P06732
JensenLab Text Mining	Male infertility	DOID:12336	2.2	P07205
