uniprot	sym	idgfam	tdl	name
Q15120	PDK3	Kinase	Tbio	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial
P43116	PTGER2	GPCR	Tclin	Prostaglandin E2 receptor EP2 subtype
P43115	PTGER3	GPCR	Tclin	Prostaglandin E2 receptor EP3 subtype
P35408	PTGER4	GPCR	Tclin	Prostaglandin E2 receptor EP4 subtype
P17858	PFKL	Kinase	Tbio	ATP-dependent 6-phosphofructokinase, liver type
Q96QZ0	PANX3	IC	Tbio	Pannexin-3
Q16822	PCK2	Kinase	Tbio	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial
O15530	PDPK1	Kinase	Tchem	3-phosphoinositide-dependent protein kinase 1
Q9UBL9	P2RX2	IC	Tbio	P2X purinoceptor 2
Q99571	P2RX4	IC	Tchem	P2X purinoceptor 4
Q9BTU6	PI4K2A	Kinase	Tbio	Phosphatidylinositol 4-kinase type 2-alpha
Q9NQU5	PAK6	Kinase	Tchem	Serine/threonine-protein kinase PAK 6
P35558	PCK1	Kinase	Tchem	Phosphoenolpyruvate carboxykinase, cytosolic [GTP]
O00764	PDXK	Kinase	Tbio	Pyridoxal kinase
P43088	PTGFR	GPCR	Tclin	Prostaglandin F2-alpha receptor
P08237	PFKM	Kinase	Tbio	ATP-dependent 6-phosphofructokinase, muscle type
Q01813	PFKP	Kinase	Tbio	ATP-dependent 6-phosphofructokinase, platelet type
Q16816	PHKG1	Kinase	Tchem	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform
P15735	PHKG2	Kinase	Tchem	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform
O00254	F2RL2	GPCR	Tbio	Proteinase-activated receptor 3
Q6A1A2	PDPK2P	Kinase	Tdark	Putative 3-phosphoinositide-dependent protein kinase 2
Q8N165	PDIK1L	Kinase	Tdark	Serine/threonine-protein kinase PDIK1L
Q15118	PDK1	Kinase	Tchem	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial
Q15119	PDK2	Kinase	Tchem	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial
P34995	PTGER1	GPCR	Tclin	Prostaglandin E2 receptor EP1 subtype
Q92508	PIEZO1	IC	Tbio	Piezo-type mechanosensitive ion channel component 1
Q9H5I5	PIEZO2	IC	Tbio	Piezo-type mechanosensitive ion channel component 2
P78356	PIP4K2B	Kinase	Tchem	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta
Q99755	PIP5K1A	Kinase	Tchem	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha
Q9BXM7	PINK1	Kinase	Tbio	Serine/threonine-protein kinase PINK1, mitochondrial
Q13563	PKD2	IC	Tchem	Polycystin-2
Q6P5Z2	PKN3	Kinase	Tbio	Serine/threonine-protein kinase N3
P53350	PLK1	Kinase	Tchem	Serine/threonine-protein kinase PLK1
Q99570	PIK3R4	Kinase	Tbio	Phosphoinositide 3-kinase regulatory subunit 4
Q9UBF8	PI4KB	Kinase	Tchem	Phosphatidylinositol 4-kinase beta
Q7Z443	PKD1L3	IC	Tbio	Polycystic kidney disease protein 1-like 3
Q99640	PKMYT1	Kinase	Tchem	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase
Q9P0L9	PKD2L1	IC	Tbio	Polycystic kidney disease 2-like 1 protein
Q9NYY3	PLK2	Kinase	Tchem	Serine/threonine-protein kinase PLK2
Q9NZM6	PKD2L2	IC	Tbio	Polycystic kidney disease 2-like 2 protein
P42336	PIK3CA	Kinase	Tchem	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform
Q496M5	PLK5	Kinase	Tbio	Inactive serine/threonine-protein kinase PLK5
P16234	PDGFRA	Kinase	Tclin	Platelet-derived growth factor receptor alpha
P09619	PDGFRB	Kinase	Tclin	Platelet-derived growth factor receptor beta
P00558	PGK1	Kinase	Tbio	Phosphoglycerate kinase 1
P48426	PIP4K2A	Kinase	Tbio	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha
P11309	PIM1	Kinase	Tchem	Serine/threonine-protein kinase pim-1
P48736	PIK3CG	Kinase	Tchem	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform
Q16512	PKN1	Kinase	Tchem	Serine/threonine-protein kinase N1
Q9H792	PEAK1	Kinase	Tbio	Pseudopodium-enriched atypical kinase 1
O14986	PIP5K1B	Kinase	Tbio	Phosphatidylinositol 4-phosphate 5-kinase type-1 beta
Q9P1W9	PIM2	Kinase	Tchem	Serine/threonine-protein kinase pim-2
Q9H4B4	PLK3	Kinase	Tchem	Serine/threonine-protein kinase PLK3
O00444	PLK4	Kinase	Tchem	Serine/threonine-protein kinase PLK4
P43119	PTGIR	GPCR	Tclin	Prostacyclin receptor
Q8TBX8	PIP4K2C	Kinase	Tchem	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma
P42356	PI4KA	Kinase	Tchem	Phosphatidylinositol 4-kinase alpha
O60331	PIP5K1C	Kinase	Tchem	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma
Q86V86	PIM3	Kinase	Tchem	Serine/threonine-protein kinase pim-3
Q7Z442	PKD1L2	IC	Tdark	Polycystic kidney disease protein 1-like 2
Q8NEB9	PIK3C3	Kinase	Tchem	Phosphatidylinositol 3-kinase catalytic subunit type 3
O00329	PIK3CD	Kinase	Tclin	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform
Q9NTG1	PKDREJ	IC	Tdark	Polycystic kidney disease and receptor for egg jelly-related protein
O00168	FXYD1	IC	Tbio	Phospholemman
P06401	PGR	NR	Tclin	Progesterone receptor
P78527	PRKDC	Kinase	Tchem	DNA-dependent protein kinase catalytic subunit
Q8TDX9	PKD1L1	IC	Tdark	Polycystic kidney disease protein 1-like 1
P42338	PIK3CB	Kinase	Tchem	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform
Q504Y2	PKDCC	Kinase	Tbio	Extracellular tyrosine-protein kinase PKDCC
Q16513	PKN2	Kinase	Tchem	Serine/threonine-protein kinase N2
Q8NFJ6	PROKR2	GPCR	Tbio	Prokineticin receptor 2
Q03181	PPARD	NR	Tchem	Peroxisome proliferator-activated receptor delta
P37231	PPARG	NR	Tclin	Peroxisome proliferator-activated receptor gamma
O75569	PRKRA	Kinase	Tbio	Interferon-inducible double-stranded RNA-dependent protein kinase activator A
Q8TCW9	PROKR1	GPCR	Tchem	Prokineticin receptor 1
Q9Y342	PLLP	IC	Tbio	Plasmolipin
Q07869	PPARA	NR	Tclin	Peroxisome proliferator-activated receptor alpha
Q96S44	TP53RK	Kinase	Tbio	TP53-regulating kinase
P49190	PTH2R	GPCR	Tchem	Parathyroid hormone 2 receptor
Q13523	PRPF4B	Kinase	Tchem	Serine/threonine-protein kinase PRP4 homolog
P21108	PRPS1L1	Kinase	Tdark	Ribose-phosphate pyrophosphokinase 3
O43930	PRKY	Kinase	Tdark	Putative serine/threonine-protein kinase PRKY
P49683	PRLHR	GPCR	Tbio	Prolactin-releasing peptide receptor
P25105	PTAFR	GPCR	Tchem	Platelet-activating factor receptor
P11908	PRPS2	Kinase	Tbio	Ribose-phosphate pyrophosphokinase 2
Q03431	PTH1R	GPCR	Tclin	Parathyroid hormone/parathyroid hormone-related peptide receptor
P60891	PRPS1	Kinase	Tbio	Ribose-phosphate pyrophosphokinase 1
P51817	PRKX	Kinase	Tchem	cAMP-dependent protein kinase catalytic subunit PRKX
Q8IYL9	GPR65	GPCR	Tbio	Psychosine receptor
Q13882	PTK6	Kinase	Tchem	Protein-tyrosine kinase 6
Q13308	PTK7	Kinase	Tbio	Inactive tyrosine-protein kinase 7
Q8IV42	PSTK	Kinase	Tdark	L-seryl-tRNA(Sec) kinase
P04049	RAF1	Kinase	Tclin	RAF proto-oncogene serine/threonine-protein kinase
Q8NFJ5	GPRC5A	GPCR	Tbio	Retinoic acid-induced protein 3
P10276	RARA	NR	Tclin	Retinoic acid receptor alpha
Q7Z7A4	PXK	Kinase	Tbio	PX domain-containing protein kinase-like protein
Q9Y2K2	SIK3	Kinase	Tchem	Serine/threonine-protein kinase SIK3
Q9HBY8	SGK2	Kinase	Tchem	Serine/threonine-protein kinase Sgk2
Q9H0K1	SIK2	Kinase	Tchem	Serine/threonine-protein kinase SIK2
Q86YV5	SGK223	Kinase	Tbio	Tyrosine-protein kinase SgK223
Q9H2G2	SLK	Kinase	Tchem	STE20-like serine/threonine-protein kinase
Q99835	SMO	GPCR	Tclin	Smoothened homolog
O60939	SCN2B	IC	Tbio	Sodium channel subunit beta-2
Q01118	SCN7A	IC	Tclin	Sodium channel protein type 7 subunit alpha
Q9UQD0	SCN8A	IC	Tclin	Sodium channel protein type 8 subunit alpha
Q96LW2	SGK494	Kinase	Tdark	Uncharacterized serine/threonine-protein kinase SgK494
Q96BR1	SGK3	Kinase	Tchem	Serine/threonine-protein kinase Sgk3
P57059	SIK1	Kinase	Tchem	Serine/threonine-protein kinase SIK1
Q9UHJ6	SHPK	Kinase	Tbio	Sedoheptulokinase
P13631	RARG	NR	Tclin	Retinoic acid receptor gamma
Q96P65	QRFPR	GPCR	Tchem	Pyroglutamylated RFamide peptide receptor
P10826	RARB	NR	Tclin	Retinoic acid receptor beta
Q9H477	RBKS	Kinase	Tbio	Ribokinase
Q15835	GRK1	Kinase	Tchem	Rhodopsin kinase
Q9Y572	RIPK3	Kinase	Tbio	Receptor-interacting serine/threonine-protein kinase 3
O43353	RIPK2	Kinase	Tchem	Receptor-interacting serine/threonine-protein kinase 2
O14730	RIOK3	Kinase	Tchem	Serine/threonine-protein kinase RIO3
P57078	RIPK4	Kinase	Tchem	Receptor-interacting serine/threonine-protein kinase 4
P07949	RET	Kinase	Tclin	Proto-oncogene tyrosine-protein kinase receptor Ret
P47804	RGR	GPCR	Tbio	RPE-retinal G protein-coupled receptor
Q9BRS2	RIOK1	Kinase	Tchem	Serine/threonine-protein kinase RIO1
Q13546	RIPK1	Kinase	Tchem	Receptor-interacting serine/threonine-protein kinase 1
Q9BVS4	RIOK2	Kinase	Tchem	Serine/threonine-protein kinase RIO2
Q9NSD7	RXFP3	GPCR	Tbio	Relaxin-3 receptor 1
Q8TDU9	RXFP4	GPCR	Tbio	Relaxin-3 receptor 2
Q13464	ROCK1	Kinase	Tclin	Rho-associated protein kinase 1
Q05823	RNASEL	Kinase	Tchem	2-5A-dependent ribonuclease
O75116	ROCK2	Kinase	Tclin	Rho-associated protein kinase 2
P35398	RORA	NR	Tchem	Nuclear receptor ROR-alpha
P51449	RORC	NR	Tchem	Nuclear receptor ROR-gamma
P08922	ROS1	Kinase	Tchem	Proto-oncogene tyrosine-protein kinase ROS
Q04912	MST1R	Kinase	Tchem	Macrophage-stimulating protein receptor
Q01974	ROR2	Kinase	Tbio	Tyrosine-protein kinase transmembrane receptor ROR2
Q01973	ROR1	Kinase	Tbio	Inactive tyrosine-protein kinase transmembrane receptor ROR1
Q92753	RORB	NR	Tchem	Nuclear receptor ROR-beta
Q9Y6S9	RPS6KL1	Kinase	Tdark	Ribosomal protein S6 kinase-like 1
P48443	RXRG	NR	Tclin	Retinoic acid receptor RXR-gamma
Q52WX2	SBK1	Kinase	Tchem	Serine/threonine-protein kinase SBK1
P35498	SCN1A	IC	Tclin	Sodium channel protein type 1 subunit alpha
Q99250	SCN2A	IC	Tclin	Sodium channel protein type 2 subunit alpha
P51172	SCNN1D	IC	Tbio	Amiloride-sensitive sodium channel subunit delta
Q9HBX9	RXFP1	GPCR	Tbio	Relaxin receptor 1
P21453	S1PR1	GPCR	Tclin	Sphingosine 1-phosphate receptor 1
Q99500	S1PR3	GPCR	Tclin	Sphingosine 1-phosphate receptor 3
Q9H2B4	SLC26A1	IC	Tbio	Sulfate anion transporter 1
Q8WXD0	RXFP2	GPCR	Tbio	Relaxin receptor 2
P19793	RXRA	NR	Tclin	Retinoic acid receptor RXR-alpha
O95977	S1PR4	GPCR	Tclin	Sphingosine 1-phosphate receptor 4
Q9BXS9	SLC26A6	IC	Tbio	Solute carrier family 26 member 6
P28702	RXRB	NR	Tclin	Retinoic acid receptor RXR-beta
P34925	RYK	Kinase	Tbio	Tyrosine-protein kinase RYK
P21817	RYR1	IC	Tclin	Ryanodine receptor 1
Q92736	RYR2	IC	Tclin	Ryanodine receptor 2
Q9H228	S1PR5	GPCR	Tclin	Sphingosine 1-phosphate receptor 5
Q15413	RYR3	IC	Tclin	Ryanodine receptor 3
Q9Y5Y9	SCN10A	IC	Tclin	Sodium channel protein type 10 subunit alpha
Q9UI33	SCN11A	IC	Tclin	Sodium channel protein type 11 subunit alpha
P51170	SCNN1G	IC	Tclin	Amiloride-sensitive sodium channel subunit gamma
P51168	SCNN1B	IC	Tclin	Amiloride-sensitive sodium channel subunit beta
P0C264	SBK3	Kinase	Tchem	Uncharacterized serine/threonine-protein kinase SBK3
Q9NY46	SCN3A	IC	Tclin	Sodium channel protein type 3 subunit alpha
Q8IWT1	SCN4B	IC	Tbio	Sodium channel subunit beta-4
Q14524	SCN5A	IC	Tclin	Sodium channel protein type 5 subunit alpha
O95136	S1PR2	GPCR	Tchem	Sphingosine 1-phosphate receptor 2
Q07699	SCN1B	IC	Tbio	Sodium channel subunit beta-1
P47872	SCTR	GPCR	Tclin	Secretin receptor
Q96KG9	SCYL1	Kinase	Tbio	N-terminal kinase-like protein
P37088	SCNN1A	IC	Tclin	Amiloride-sensitive sodium channel subunit alpha
Q6P3W7	SCYL2	Kinase	Tbio	SCY1-like protein 2
Q9H5K3	POMK	Kinase	Tdark	Protein O-mannose kinase
P0C263	SBK2	Kinase	Tdark	Serine/threonine-protein kinase SBK2
Q9NY72	SCN3B	IC	Tbio	Sodium channel subunit beta-3
P35499	SCN4A	IC	Tclin	Sodium channel protein type 4 subunit alpha
Q15858	SCN9A	IC	Tclin	Sodium channel protein type 9 subunit alpha
O00141	SGK1	Kinase	Tchem	Serine/threonine-protein kinase Sgk1
Q8WU08	STK32A	Kinase	Tchem	Serine/threonine-protein kinase 32A
O75716	STK16	Kinase	Tchem	Serine/threonine-protein kinase 16
Q8NE28	STKLD1	Kinase	Tdark	Serine/threonine kinase-like domain-containing protein STKLD1
Q9NRA0	SPHK2	Kinase	Tchem	Sphingosine kinase 2
Q15772	SPEG	Kinase	Tbio	Striated muscle preferentially expressed protein kinase
Q9UPE1	SRPK3	Kinase	Tchem	SRSF protein kinase 3
Q96Q15	SMG1	Kinase	Tchem	Serine/threonine-protein kinase SMG1
Q96SB4	SRPK1	Kinase	Tchem	SRSF protein kinase 1
Q9NRH2	SNRK	Kinase	Tchem	SNF-related serine/threonine-protein kinase
Q9UEE5	STK17A	Kinase	Tchem	Serine/threonine-protein kinase 17A
O94768	STK17B	Kinase	Tchem	Serine/threonine-protein kinase 17B
Q86UX6	STK32C	Kinase	Tchem	Serine/threonine-protein kinase 32C
O94804	STK10	Kinase	Tchem	Serine/threonine-protein kinase 10
Q9Y6E0	STK24	Kinase	Tchem	Serine/threonine-protein kinase 24
Q9BXU1	STK31	Kinase	Tbio	Serine/threonine-protein kinase 31
Q9UEW8	STK39	Kinase	Tchem	STE20/SPS1-related proline-alanine-rich protein kinase
P35346	SSTR5	GPCR	Tclin	Somatostatin receptor type 5
Q9NYA1	SPHK1	Kinase	Tchem	Sphingosine kinase 1
Q9H3Y6	SRMS	Kinase	Tchem	Tyrosine-protein kinase Srms
Q8TDR2	STK35	Kinase	Tchem	Serine/threonine-protein kinase 35
P12931	SRC	Kinase	Tclin	Proto-oncogene tyrosine-protein kinase Src
Q9Y2H1	STK38L	Kinase	Tchem	Serine/threonine-protein kinase 38-like
P30872	SSTR1	GPCR	Tclin	Somatostatin receptor type 1
P32745	SSTR3	GPCR	Tclin	Somatostatin receptor type 3
P31391	SSTR4	GPCR	Tclin	Somatostatin receptor type 4
Q13285	NR5A1	NR	Tchem	Steroidogenic factor 1
Q15831	STK11	Kinase	Tchem	Serine/threonine-protein kinase STK11
Q9BYT3	STK33	Kinase	Tchem	Serine/threonine-protein kinase 33
Q9NRP7	STK36	Kinase	Tchem	Serine/threonine-protein kinase 36
Q13188	STK3	Kinase	Tchem	Serine/threonine-protein kinase 3
Q9C0K7	STRADB	Kinase	Tbio	STE20-related kinase adapter protein beta
P30874	SSTR2	GPCR	Tclin	Somatostatin receptor type 2
O00506	STK25	Kinase	Tchem	Serine/threonine-protein kinase 25
Q9P289	STK26	Kinase	Tchem	Serine/threonine-protein kinase 26
Q15208	STK38	Kinase	Tchem	Serine/threonine-protein kinase 38
Q8N2I9	STK40	Kinase	Tbio	Serine/threonine-protein kinase 40
Q13043	STK4	Kinase	Tchem	Serine/threonine-protein kinase 4
P78362	SRPK2	Kinase	Tchem	SRSF protein kinase 2
Q9NY57	STK32B	Kinase	Tchem	Serine/threonine-protein kinase 32B
Q7RTN6	STRADA	Kinase	Tbio	STE20-related kinase adapter protein alpha
Q6J9G0	STYK1	Kinase	Tbio	Tyrosine-protein kinase STYK1
Q9BXA5	SUCNR1	GPCR	Tbio	Succinate receptor 1
Q9UL54	TAOK2	Kinase	Tchem	Serine/threonine-protein kinase TAO2
Q9NYW6	TAS2R3	GPCR	Tbio	Taste receptor type 2 member 3
Q9NYW4	TAS2R5	GPCR	Tbio	Taste receptor type 2 member 5
Q9NYW2	TAS2R8	GPCR	Tbio	Taste receptor type 2 member 8
Q9P1P5	TAAR2	GPCR	Tbio	Trace amine-associated receptor 2
O14804	TAAR5	GPCR	Tbio	Trace amine-associated receptor 5
Q9NYW0	TAS2R10	GPCR	Tbio	Taste receptor type 2 member 10
Q9NYV7	TAS2R16	GPCR	Tbio	Taste receptor type 2 member 16
P59541	TAS2R30	GPCR	Tbio	Taste receptor type 2 member 30
Q7RTR8	TAS2R42	GPCR	Tdark	Taste receptor type 2 member 42
Q96RJ0	TAAR1	GPCR	Tclin	Trace amine-associated receptor 1
Q96RI8	TAAR6	GPCR	Tbio	Trace amine-associated receptor 6
Q969N4	TAAR8	GPCR	Tbio	Trace amine-associated receptor 8
Q9P1P4	TAAR3	GPCR	Tdark	Putative trace amine-associated receptor 3
P59543	TAS2R20	GPCR	Tbio	Taste receptor type 2 member 20
P59536	TAS2R41	GPCR	Tbio	Taste receptor type 2 member 41
P59540	TAS2R46	GPCR	Tbio	Taste receptor type 2 member 46
P59551	TAS2R60	GPCR	Tbio	Taste receptor type 2 member 60
Q9NYW5	TAS2R4	GPCR	Tbio	Taste receptor type 2 member 4
Q9NYV9	TAS2R13	GPCR	Tbio	Taste receptor type 2 member 13
Q9NYV8	TAS2R14	GPCR	Tbio	Taste receptor type 2 member 14
P59538	TAS2R31	GPCR	Tbio	Taste receptor type 2 member 31
P59533	TAS2R38	GPCR	Tbio	Taste receptor type 2 member 38
P59535	TAS2R40	GPCR	Tbio	Taste receptor type 2 member 40
Q9NYW1	TAS2R9	GPCR	Tdark	Taste receptor type 2 member 9
P21731	TBXA2R	GPCR	Tclin	Thromboxane A2 receptor
Q9H2K8	TAOK3	Kinase	Tchem	Serine/threonine-protein kinase TAO3
P21675	TAF1	Kinase	Tchem	Transcription initiation factor TFIID subunit 1
Q7L7X3	TAOK1	Kinase	Tchem	Serine/threonine-protein kinase TAO1
Q8TEA7	TBCK	Kinase	Tbio	TBC domain-containing protein kinase-like protein
Q96S53	TESK2	Kinase	Tchem	Dual specificity testis-specific protein kinase 2
P10827	THRA	NR	Tclin	Thyroid hormone receptor alpha
Q9NYW7	TAS2R1	GPCR	Tbio	Taste receptor type 2 member 1
Q9NYW3	TAS2R7	GPCR	Tbio	Taste receptor type 2 member 7
Q96RI9	TAAR9	GPCR	Tdark	Trace amine-associated receptor 9
Q15750	TAB1	Kinase	Tchem	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1
Q15569	TESK1	Kinase	Tchem	Dual specificity testis-specific protein kinase 1
P59537	TAS2R43	GPCR	Tbio	Taste receptor type 2 member 43
P59544	TAS2R50	GPCR	Tbio	Taste receptor type 2 member 50
P42680	TEC	Kinase	Tchem	Tyrosine-protein kinase Tec
Q9UHD2	TBK1	Kinase	Tchem	Serine/threonine-protein kinase TBK1
Q86UE8	TLK2	Kinase	Tchem	Serine/threonine-protein kinase tousled-like 2
P59542	TAS2R19	GPCR	Tdark	Taste receptor type 2 member 19
P59534	TAS2R39	GPCR	Tbio	Taste receptor type 2 member 39
P10828	THRB	NR	Tclin	Thyroid hormone receptor beta
P37173	TGFBR2	Kinase	Tchem	TGF-beta receptor type-2
P36897	TGFBR1	Kinase	Tchem	TGF-beta receptor type-1
Q9UKE5	TNIK	Kinase	Tchem	TRAF2 and NCK-interacting protein kinase
Q8IWB6	TEX14	Kinase	Tbio	Inactive serine/threonine-protein kinase TEX14
Q8TDI8	TMC1	IC	Tbio	Transmembrane channel-like protein 1
P34981	TRHR	GPCR	Tclin	Thyrotropin-releasing hormone receptor
Q13507	TRPC3	IC	Tchem	Short transient receptor potential channel 3
Q9UBN4	TRPC4	IC	Tbio	Short transient receptor potential channel 4
Q9HCX4	TRPC7	IC	Tbio	Short transient receptor potential channel 7
Q7Z2W7	TRPM8	IC	Tclin	Transient receptor potential cation channel subfamily M member 8
Q7RTX0	TAS1R3	GPCR	Tbio	Taste receptor type 1 member 3
Q9ULQ1	TPCN1	IC	Tbio	Two pore calcium channel protein 1
Q9NZQ8	TRPM5	IC	Tbio	Transient receptor potential cation channel subfamily M member 5
Q96QT4	TRPM7	IC	Tbio	Transient receptor potential cation channel subfamily M member 7
Q9HBA0	TRPV4	IC	Tchem	Transient receptor potential cation channel subfamily V member 4
P35590	TIE1	Kinase	Tchem	Tyrosine-protein kinase receptor Tie-1
Q02763	TEK	Kinase	Tclin	Angiopoietin-1 receptor
Q9UKI8	TLK1	Kinase	Tchem	Serine/threonine-protein kinase tousled-like 1
Q8TDI7	TMC2	IC	Tdark	Transmembrane channel-like protein 2
Q6UXY8	TMC5	IC	Tbio	Transmembrane channel-like protein 5
Q7Z403	TMC6	IC	Tbio	Transmembrane channel-like protein 6
Q8IU68	TMC8	IC	Tbio	Transmembrane channel-like protein 8
Q96RU8	TRIB1	Kinase	Tbio	Tribbles homolog 1
Q7Z402	TMC7	IC	Tbio	Transmembrane channel-like protein 7
Q13470	TNK1	Kinase	Tchem	Non-receptor tyrosine-protein kinase TNK1
Q8NHX9	TPCN2	IC	Tbio	Two pore calcium channel protein 2
Q86W33	TPRA1	GPCR	Tdark	Transmembrane protein adipocyte-associated 1
Q96RU7	TRIB3	Kinase	Tbio	Tribbles homolog 3
O75962	TRIO	Kinase	Tbio	Triple functional domain protein
Q9NVV0	TMEM38B	IC	Tbio	Trimeric intracellular cation channel type B
Q92519	TRIB2	Kinase	Tbio	Tribbles homolog 2
Q9H6F2	TMEM38A	IC	Tbio	Trimeric intracellular cation channel type A
Q96KB5	PBK	Kinase	Tchem	Lymphokine-activated killer T-cell-originated protein kinase
Q8WZ42	TTN	Kinase	Tbio	Titin
Q59H18	TNNI3K	Kinase	Tchem	Serine/threonine-protein kinase TNNI3K
Q7Z5M5	TMC3	IC	Tbio	Transmembrane channel-like protein 3
Q7Z404	TMC4	IC	Tdark	Transmembrane channel-like protein 4
Q9H3S4	TPK1	Kinase	Tbio	Thiamin pyrophosphokinase 1
Q9Y210	TRPC6	IC	Tchem	Short transient receptor potential channel 6
Q7RTX1	TAS1R1	GPCR	Tbio	Taste receptor type 1 member 1
P16473	TSHR	GPCR	Tclin	Thyrotropin receptor
P48995	TRPC1	IC	Tbio	Short transient receptor potential channel 1
Q96PN8	TSSK3	Kinase	Tchem	Testis-specific serine/threonine-protein kinase 3
Q5TCY1	TTBK1	Kinase	Tbio	Tau-tubulin kinase 1
O75762	TRPA1	IC	Tclin	Transient receptor potential cation channel subfamily A member 1
Q9BSA4	TTYH2	IC	Tdark	Protein tweety homolog 2
P33981	TTK	Kinase	Tchem	Dual specificity protein kinase TTK
Q9H313	TTYH1	IC	Tbio	Protein tweety homolog 1
Q9C0H2	TTYH3	IC	Tbio	Protein tweety homolog 3
Q7Z4N2	TRPM1	IC	Tbio	Transient receptor potential cation channel subfamily M member 1
Q8NET8	TRPV3	IC	Tchem	Transient receptor potential cation channel subfamily V member 3
Q9NQA5	TRPV5	IC	Tbio	Transient receptor potential cation channel subfamily V member 5
Q9H1D0	TRPV6	IC	Tbio	Transient receptor potential cation channel subfamily V member 6
Q96PF2	TSSK2	Kinase	Tchem	Testis-specific serine/threonine-protein kinase 2
Q06418	TYRO3	Kinase	Tchem	Tyrosine-protein kinase receptor TYRO3
Q8TD43	TRPM4	IC	Tchem	Transient receptor potential cation channel subfamily M member 4
Q9BX84	TRPM6	Kinase	Tchem	Transient receptor potential cation channel subfamily M member 6
Q9Y5S1	TRPV2	IC	Tbio	Transient receptor potential cation channel subfamily V member 2
Q6SA08	TSSK4	Kinase	Tbio	Testis-specific serine/threonine-protein kinase 4
Q9BXA6	TSSK6	Kinase	Tbio	Testis-specific serine/threonine-protein kinase 6
Q9UL62	TRPC5	IC	Tchem	Short transient receptor potential channel 5
Q8TE23	TAS1R2	GPCR	Tbio	Taste receptor type 1 member 2
Q6IQ55	TTBK2	Kinase	Tbio	Tau-tubulin kinase 2
O94759	TRPM2	IC	Tchem	Transient receptor potential cation channel subfamily M member 2
Q9HCF6	TRPM3	IC	Tbio	Transient receptor potential cation channel subfamily M member 3
Q8NER1	TRPV1	IC	Tclin	Transient receptor potential cation channel subfamily V member 1
Q9BXA7	TSSK1B	Kinase	Tchem	Testis-specific serine/threonine-protein kinase 1
P42681	TXK	Kinase	Tchem	Tyrosine-protein kinase TXK
P29597	TYK2	Kinase	Tclin	Non-receptor tyrosine-protein kinase TYK2
Q9NWZ5	UCKL1	Kinase	Tdark	Uridine-cytidine kinase-like 1
Q9HA47	UCK1	Kinase	Tbio	Uridine-cytidine kinase 1
O75385	ULK1	Kinase	Tchem	Serine/threonine-protein kinase ULK1
Q96C45	ULK4	Kinase	Tbio	Serine/threonine-protein kinase ULK4
Q9BZX2	UCK2	Kinase	Tbio	Uridine-cytidine kinase 2
Q8IYT8	ULK2	Kinase	Tchem	Serine/threonine-protein kinase ULK2
P30530	AXL	Kinase	Tchem	Tyrosine-protein kinase receptor UFO
Q6PHR2	ULK3	Kinase	Tchem	Serine/threonine-protein kinase ULK3
Q7Z5H5	VN1R4	GPCR	Tdark	Vomeronasal type-1 receptor 4
Q8NFZ6	VN1R2	GPCR	Tdark	Vomeronasal type-1 receptor 2
Q8TAS1	UHMK1	Kinase	Tbio	Serine/threonine-protein kinase Kist
Q9BXE9	VN1R3	GPCR	Tdark	Vomeronasal type-1 receptor 3
Q7Z5H4	VN1R5	GPCR	Tdark	Vomeronasal type-1 receptor 5
Q9UKP6	UTS2R	GPCR	Tchem	Urotensin-2 receptor
P43403	ZAP70	Kinase	Tchem	Tyrosine-protein kinase ZAP-70
P17948	FLT1	Kinase	Tclin	Vascular endothelial growth factor receptor 1
P32241	VIPR1	GPCR	Tbio	Vasoactive intestinal polypeptide receptor 1
P41587	VIPR2	GPCR	Tchem	Vasoactive intestinal polypeptide receptor 2
Q86Y07	VRK2	Kinase	Tchem	Serine/threonine-protein kinase VRK2
P37288	AVPR1A	GPCR	Tclin	Vasopressin V1a receptor
P47901	AVPR1B	GPCR	Tclin	Vasopressin V1b receptor
P30518	AVPR2	GPCR	Tclin	Vasopressin V2 receptor
Q9GZP7	VN1R1	GPCR	Tbio	Vomeronasal type-1 receptor 1
P35968	KDR	Kinase	Tclin	Vascular endothelial growth factor receptor 2
Q8TDU5	VN1R17P	GPCR	Tdark	Putative vomeronasal receptor-like protein 4
P11473	VDR	NR	Tclin	Vitamin D3 receptor
